代碼,學校名稱,公/私立,縣市名稱,地址,電話,網址
014614,市立文林國小,公立,[01]新北市,[238]新北市樹林區潭底里千歲街59號,(02)26812625,http://www.twles.ntpc.edu.tw
014615,市立大同國小,公立,[01]新北市,[238]新北市樹林區大同里大同街43號,(02)86865486,http://www.ttps.ntpc.edu.tw
014616,市立武林國小,公立,[01]新北市,[238]新北市樹林區保安街二段151號,(02)26812475,http://www.wles.ntpc.edu.tw
014617,市立山佳國小,公立,[01]新北市,[238]新北市樹林區中山路三段5號,(02)26806673,http://www.sjes.ntpc.edu.tw
014618,市立育德國小,公立,[01]新北市,[238]新北市樹林區中山里佳園路一段34號,(02)26805557,http://www.ytps.ntpc.edu.tw
014619,市立柑園國小,公立,[01]新北市,[238]新北市樹林區柑園街一段353號,(02)26802507,http://www.gyes.ntpc.edu.tw
014620,市立鶯歌國小,公立,[01]新北市,[239]新北市鶯歌區同慶里尖山埔路106號,(02)26792038,http://www.ykes.ntpc.edu.tw
014621,市立二橋國小,公立,[01]新北市,[239]新北市鶯歌區二橋里中正三路106號,(02)26792364,http://www.eqes.ntpc.edu.tw
014622,市立中湖國小,公立,[01]新北市,[239]新北市鶯歌區中湖里中湖街25號,(02)86775640,http://www.chues.ntpc.edu.tw
014623,市立鳳鳴國小,公立,[01]新北市,[239]新北市鶯歌區鳳鳴里永和街120號,(02)26797554,http://www.fmes.ntpc.edu.tw
014624,市立三峽國小,公立,[01]新北市,[237]新北市三峽區中山路16號,(02)26711018,http://www.shps.ntpc.edu.tw
014625,市立大埔國小,公立,[01]新北市,[237]新北市三峽區大埔路130號,(02)26712523,http://www.tpps.ntpc.edu.tw
014626,市立民義國小,公立,[01]新北市,[237]新北市三峽區嘉添里白雞路40號,(02)26711895,http://www.myes.ntpc.edu.tw/default.asp
014627,市立成福國小,公立,[01]新北市,[237]新北市三峽區溪東里溪東路213號,(02)86764945,http://www.chenfu.ntpc.edu.tw
014628,市立大成國小,公立,[01]新北市,[237]新北市三峽區成福路251巷二號,(02)26726521,http://www.dces.ntpc.edu.tw
014629,市立建安國小,公立,[01]新北市,[237]新北市三峽區安坑里建安路67號,(02)26726783,http://www.caes.ntpc.edu.tw
014630,市立插角國小,公立,[01]新北市,[237]新北市三峽區插角里插角路39號,(02)26720230,http://www.cgps.ntpc.edu.tw
014631,市立有木國小,公立,[01]新北市,[237]新北市三峽區有木里131號,(02)26720067,http://www.ymps.ntpc.edu.tw
014632,市立五寮國小,公立,[01]新北市,[237]新北市三峽區五寮里69號,(02)26720298,http://www.wres.ntpc.edu.tw
014633,市立中和國小,公立,[01]新北市,[235]新北市中和區中和路100號,(02)22492550,http://www.jhes.ntpc.edu.tw
014634,市立復興國小,公立,[01]新北市,[235]新北市中和區復興路301巷6號,(02)22472993,http://www.fsps.ntpc.edu.tw
014635,市立興南國小,公立,[01]新北市,[235]新北市中和區興南路一段135巷24號,(02)29422349,http://www.hnps.ntpc.edu.tw
014636,市立秀山國小,公立,[01]新北市,[235]新北市中和區立人街2號,(02)29434353,http://www.ssps.ntpc.edu.tw
014637,市立積穗國小,公立,[01]新北市,[235]新北市中和區員山路154號,(02)22225533,http://www.tjsps.ntpc.edu.tw
014638,市立自強國小,公立,[01]新北市,[235]新北市中和區莒光路200號,(02)29557936,http://www.jcps.ntpc.edu.tw
014639,市立錦和國小,公立,[01]新北市,[235]新北市中和區圓通路292號,(02)22479495,http://www.chps.ntpc.edu.tw
014640,市立景新國小,公立,[01]新北市,[235]新北市中和區景新街467巷37號,(02)29448021,http://www.jsps.ntpc.edu.tw
014641,市立永和國小,公立,[01]新北市,[234]新北市永和區秀朗路一段120號,(02)29214615,http://www.yhes.ntpc.edu.tw
014642,市立秀朗國小,公立,[01]新北市,[234]新北市永和區得和路202號,(02)29420451,http://www.hles.ntpc.edu.tw
014643,市立頂溪國小,公立,[01]新北市,[234]新北市永和區文化路133號,(02)29212058,http://web2.thps.ntpc.edu.tw/
014644,市立網溪國小,公立,[01]新北市,[234]新北市永和區竹林路79號,(02)89264470,http://www.whps.ntpc.edu.tw
014645,市立永平國小,公立,[01]新北市,[234]新北市永和區保生路25號,(02)29259879,http://www.ypes.ntpc.edu.tw
014646,市立土城國小,公立,[01]新北市,[236]新北市土城區興城路17號,(02)22700177,http://www.ttcps.ntpc.edu.tw
014647,市立清水國小,公立,[01]新北市,[236]新北市土城區金城路二段356號,(02)22618316,http://www.cses.ntpc.edu.tw
014648,市立頂埔國小,公立,[01]新北市,[236]新北市土城區頂福里中央路四段205號,(02)22686800,http://www.dpes.ntpc.edu.tw
014649,市立廣福國小,公立,[01]新北市,[236]新北市土城區學府路一段127號,(02)22626782,http://www.gfes.ntpc.edu.tw
014650,市立汐止國小,公立,[01]新北市,[221]新北市汐止區大同路二段313號,(02)26477271,http://www.hjes.ntpc.edu.tw
014651,市立長安國小,公立,[01]新北市,[221]新北市汐止區長興街一段80號,(02)86480944,http://www.chanes.ntpc.edu.tw
014652,市立保長國小,公立,[01]新北市,[221]新北市汐止區大同路三段553號,(02)86482502,http://www.bjes.ntpc.edu.tw
014653,市立崇德國小,公立,[01]新北市,[221]新北市汐止區茄苳里茄苳路158號,(02)86482052,http://www.cdps.ntpc.edu.tw
014654,市立北港國小,公立,[01]新北市,[221]新北市汐止區汐萬路二段279號,(02)26462832,http://www.bkes.ntpc.edu.tw
014655,市立北峰國小,公立,[01]新北市,[221]新北市汐止區中興里環河街1號,(02)26941817,http://www.pfes.ntpc.edu.tw
014656,市立東山國小,公立,[01]新北市,[221]新北市汐止區東山里汐平路二段76號,(02)26416170,http://www.dsps.ntpc.edu.tw
014657,市立白雲國小,公立,[01]新北市,[221]新北市汐止區福山里民權街二段90號,(02)26403909,http://www.pyps.ntpc.edu.tw
014658,市立萬里國小,公立,[01]新北市,[207]新北市萬里區瑪鋉路18號,(02)24922034,http://www.wlps.ntpc.edu.tw
014659,市立野柳國小,公立,[01]新北市,[207]新北市萬里區野柳里港東路167號,(02)24922512,http://www.ylps.ntpc.edu.tw
014660,市立大鵬國小,公立,[01]新北市,[207]新北市萬里區大鵬里加投路14號,(02)24988131,http://www.tpes.ntpc.edu.tw
014661,市立大坪國小,公立,[01]新北市,[207]新北市萬里區雙興里大坪路1號,(02)24929461,http://www.dpps.ntpc.edu.tw
014662,市立崁腳國小,公立,[01]新北市,[207]新北市萬里區崁脚里崁脚路59號,(02)24922037,http://www.kjps.ntpc.edu.tw
014663,市立金山國小,公立,[01]新北市,[208]新北市金山區中山路234號,(02)24981125,http://www.tpcses.ntpc.edu.tw
014664,市立中角國小,公立,[01]新北市,[208]新北市金山區萬壽里海興路49號,(02)24982413,http://www.jjps.ntpc.edu.tw
014665,市立三和國小,公立,[01]新北市,[208]新北市金山區重和里十一鄰六股林口38號,(02)24080417,http://www.sanho.ntpc.edu.tw
014666,市立新店國小,公立,[01]新北市,[231]新北市新店區新店路2號,(02)29103483,http://www.shdes.ntpc.edu.tw
014667,市立直潭國小,公立,[01]新北市,[231]新北市新店區直潭路92號,(02)26667278,http://www.jtes.ntpc.edu.tw
014668,市立青潭國小,公立,[01]新北市,[231]新北市新店區北宜路二段80號,(02)22173146,http://www.chtes.ntpc.edu.tw
014669,市立雙峰國小,公立,[01]新北市,[231]新北市新店區北宜路三段66號,(02)22174543,http://www.sfes.ntpc.edu.tw
014670,市立大豐國小,公立,[01]新北市,[231]新北市新店區民族路108號,(02)22192619,http://www.dfes.ntpc.edu.tw
014671,市立中正國小,公立,[01]新北市,[231]新北市新店區三民路36號,(02)29125432,http://www.ccps.ntpc.edu.tw
014672,市立安坑國小,公立,[01]新北市,[231]新北市新店區安忠路36號,(02)22110560,http://www.takes.ntpc.edu.tw
014673,市立雙城國小,公立,[01]新北市,[231]新北市新店區安康路三段322號,(02)22156511,http://www.tcsps.ntpc.edu.tw
014674,市立屈尺國小,公立,[01]新北市,[231]新北市新店區屈尺路55號,(02)26667490,http://www.ccyes.ntpc.edu.tw
014675,市立龜山國小,公立,[01]新北市,[231]新北市新店區新烏路三段99巷10號,(02)26667317,http://www.gses.ntpc.edu.tw
014676,市立深坑國小,公立,[01]新北市,[222]新北市深坑區深坑里文化街45號,(02)26624675,http://www.tskes.ntpc.edu.tw
014677,市立石碇國小,公立,[01]新北市,[223]新北市石碇區石碇里石碇西街15號,(02)26631244,http://www.stes.ntpc.edu.tw
014678,市立和平國小,公立,[01]新北市,[223]新北市石碇區隆盛里八分寮5號,(02)26631405,http://www.hpps.ntpc.edu.tw
014679,市立永定國小,公立,[01]新北市,[223]新北市石碇區永定里靜安路一段245號,(02)26631288,http://www.tydes.ntpc.edu.tw
014680,市立雲海國小,公立,[01]新北市,[223]新北市石碇區北宜路五段坑內巷1號,(02)26651715,http://www.whies.ntpc.edu.tw
014682,市立坪林國小,公立,[01]新北市,[232]新北市坪林區坪林里坪林街114號,(02)26656213,http://www.plnes.ntpc.edu.tw
014684,市立烏來國(中)小,公立,[01]新北市,[233]新北市烏來區啦卡路5號,(02)26616482,http://www.wups.ntpc.edu.tw
014685,市立福山國小,公立,[01]新北市,[233]新北市烏來區福山里李茂岸56號,(02)26616124,http://www.fses.ntpc.edu.tw
014686,市立瑞芳國小,公立,[01]新北市,[224]新北市瑞芳區龍川里中山路2號,(02)24972058,http://www.rfes.ntpc.edu.tw
014687,市立義方國小,公立,[01]新北市,[224]新北市瑞芳區龍山里逢甲路360號,(02)24970961,http://www.jfps.ntpc.edu.tw
014688,市立瑞柑國小,公立,[01]新北市,[224]新北市瑞芳區明燈路一段18巷13號,(02)24971009,http://www.rges.ntpc.edu.tw
014689,市立瑞濱國小,公立,[01]新北市,[224]新北市瑞芳區瑞濱路34號,(02)24978184,http://www.jpes.ntpc.edu.tw
014690,市立九份國小,公立,[01]新北市,[224]新北市瑞芳區永慶里崙頂路145號,(02)24972263,http://www.jfes.ntpc.edu.tw
014691,市立瓜山國小,公立,[01]新北市,[224]新北市瑞芳區石山里五號路306號,(02)24962036,http://www.gsps.ntpc.edu.tw
014692,市立濂洞國小,公立,[01]新北市,[224]新北市瑞芳區濓洞里洞頂路101巷80號,(02)24961330,http://163.20.89.1
014693,市立猴硐國小,公立,[01]新北市,[224]新北市瑞芳區弓橋里九芎橋路69-1號,(02)24960450,http://www.htes.ntpc.edu.tw
014694,市立瑞亭國小,公立,[01]新北市,[224]新北市瑞芳區四腳亭埔路23號,(02)24971726,http://www.rtes.ntpc.edu.tw
014695,市立吉慶國小,公立,[01]新北市,[224]新北市瑞芳區吉安里大埔路95號,(02)24576405,http://cces.ntpc.edu.tw
014696,市立鼻頭國小,公立,[01]新北市,[224]新北市瑞芳區鼻頭里鼻頭路99號,(02)24911571,http://www.pitoues.ntpc.edu.tw
014697,市立雙溪國小,公立,[01]新北市,[227]新北市雙溪區共和里東榮街54號,(02)24931005,http://www.sses.ntpc.edu.tw
014698,市立柑林國小,公立,[01]新北市,[227]新北市雙溪區長源里柑腳3號,(02)24931624,http://www.gles.ntpc.edu.tw
014699,市立上林國小,公立,[01]新北市,[227]新北市雙溪區上林里內平林60號,(02)24931671,http://www.ulps.ntpc.edu.tw
014700,市立牡丹國小,公立,[01]新北市,[227]新北市雙溪區三貂里政光路3號,(02)24931240,http://www.mdps.ntpc.edu.tw
014702,市立貢寮國小,公立,[01]新北市,[228]新北市貢寮區雙玉里學苑街7號,(02)24941274,http://www.kles.ntpc.edu.tw
014703,市立福隆國小,公立,[01]新北市,[228]新北市貢寮區福隆里東興街35號,(02)24991449,http://www.flps.ntpc.edu.tw
014704,市立澳底國小,公立,[01]新北市,[228]新北市貢寮區真理里延平街10號,(02)24901432,http://www.auti.ntpc.edu.tw
014706,市立和美國小,公立,[01]新北市,[228]新北市貢寮區和美里龍洞街1之9號,(02)24909431,http://www.hmps.ntpc.edu.tw
014708,市立福連國小,公立,[01]新北市,[228]新北市貢寮區福連里福連街1號,(02)24991194,http://www.fulps.ntpc.edu.tw
014709,市立平溪國小,公立,[01]新北市,[226]新北市平溪區平溪街56號,(02)24951038,http://www.pses.ntpc.edu.tw
014710,市立菁桐國小,公立,[01]新北市,[226]新北市平溪區菁桐街45號,(02)24951009,http://www.tgtes.ntpc.edu.tw/
014711,市立十分國小,公立,[01]新北市,[226]新北市平溪區十分里十分街157號,(02)24958305,http://www.tsfes.ntpc.edu.tw
014712,市立淡水國小,公立,[01]新北市,[251]新北市淡水區協元里中山路160號,(02)26212755,http://www.tsps.ntpc.edu.tw
014713,市立育英國小,公立,[01]新北市,[251]新北市淡水區埤島里14號,(02)26214390,http://www.yies.ntpc.edu.tw
014714,市立文化國小,公立,[01]新北市,[251]新北市淡水區文化里真理街6號,(02)26212031,http://www.twhps.ntpc.edu.tw
014715,市立天生國小,公立,[01]新北市,[251]新北市淡水區淡海路72巷26號,(02)28052695,http://www.tisnes.ntpc.edu.tw
014716,市立水源國小,公立,[01]新北市,[251]新北市淡水區水源里北新路二段15號,(02)26211347,http://www.hyes.ntpc.edu.tw
014717,市立興仁國小,公立,[01]新北市,[251]新北市淡水區興仁路101巷10號,(02)26213783,http://www.shrens.ntpc.edu.tw
014718,市立忠山國小,公立,[01]新北市,[251]新北市淡水區忠山里行忠路899號,(02)26216139,http://www.tcses.ntpc.edu.tw
014719,市立屯山國小,公立,[01]新北市,[251]新北市淡水區淡金路五段111號,(02)28012591,http://www.ttses.ntpc.edu.tw
014720,市立中泰國小,公立,[01]新北市,[251]新北市淡水區中和里北勢子5號,(02)28012033,http://www.ctps.ntpc.edu.tw
014721,市立坪頂國小,公立,[01]新北市,[251]新北市淡水區坪頂路757號,(02)86263105,http://www.pdes.ntpc.edu.tw
014722,市立竹圍國小,公立,[01]新北市,[251]新北市淡水區中正東路二段145號,(02)28091475,http://www.cwps.ntpc.edu.tw
014723,市立石門國小,公立,[01]新北市,[253]新北市石門區尖鹿里中央路9號,(02)26381263,http://www.smes.ntpc.edu.tw
014724,市立乾華國小,公立,[01]新北市,[253]新北市石門區茂林里茂林社區74號,(02)26381269,http://www.cwes.ntpc.edu.tw/
014725,市立老梅國小,公立,[01]新北市,[253]新北市石門區老梅里老梅路10號,(02)26381258,http://www.lmes.ntpc.edu.tw
014726,市立三芝國小,公立,[01]新北市,[252]新北市三芝區埔頭里育英街22號,(02)26362005,http://www.sces.ntpc.edu.tw
014727,市立橫山國小,公立,[01]新北市,[252]新北市三芝區橫山里86號,(02)26362473,http://www.hses.ntpc.edu.tw
014728,市立興華國小,公立,[01]新北市,[252]新北市三芝區興華里5號,(02)26371366,http://www.hhes.ntpc.edu.tw
014729,市立新莊國小,公立,[01]新北市,[242]新北市新莊區立人里中正路86號,(02)29931201,http://www.scps.ntpc.edu.tw
014730,市立中港國小,公立,[01]新北市,[242]新北市新莊區立志里中港一街142號,(02)29925550,http://www.jgps.ntpc.edu.tw
014731,市立思賢國小,公立,[01]新北市,[242]新北市新莊區自立街229號,(02)29980443,http://www.sies.ntpc.edu.tw
014732,市立頭前國小,公立,[01]新北市,[242]新北市新莊區頭前里化成路231號,(02)29920238,http://www.tcps.ntpc.edu.tw
014733,市立國泰國小,公立,[01]新北市,[242]新北市新莊區中正路386號,(02)29043693,http://www.gtps.ntpc.edu.tw
014734,市立豐年國小,公立,[01]新北市,[242]新北市新莊區國泰里瓊泰路116號,(02)22017102,http://www.fnes.ntpc.edu.tw
014735,市立丹鳳國小,公立,[01]新北市,[242]新北市新莊區新北大道七段437號,(02)29035355,http://163.20.170.180/
014736,市立光華國小,公立,[01]新北市,[242]新北市新莊區龍安路452號,(02)22058866,http://www.ghes.ntpc.edu.tw
014737,市立民安國小,公立,[01]新北市,[242]新北市新莊區民全里民安路二六一號,(02)22056777,http://www.maes.ntpc.edu.tw
014738,市立昌隆國小,公立,[01]新北市,[242]新北市新莊區昌隆街63號,(02)29962351,http://www.clps.ntpc.edu.tw
014739,市立泰山國小,公立,[01]新北市,[243]新北市泰山區泰林路二段255號,(02)29098842,http://www.tses.ntpc.edu.tw
014740,市立明志國小,公立,[01]新北市,[243]新北市泰山區新生路2號,(02)29061133,http://www.mjes.ntpc.edu.tw
014741,市立成州國小,公立,[01]新北市,[248]新北市五股區成泰路三段493號,(02)22933613,http://www.cjoes.ntpc.edu.tw
014742,市立更寮國小,公立,[01]新北市,[248]新北市五股區四維路2號,(02)29824591,http://www.glps.ntpc.edu.tw
014743,市立五股國小,公立,[01]新北市,[248]新北市五股區五股里成泰路二段49號,(02)22917191,http://www.wkes.ntpc.edu.tw
014744,市立蘆洲國小,公立,[01]新北市,[247]新北市蘆洲區中正路100號,(02)22816202,http://www.lces.ntpc.edu.tw
014745,市立鷺江國小,公立,[01]新北市,[247]新北市蘆洲區民族路7號,(02)22819980,http://www.lcps.ntpc.edu.tw
014746,市立八里國小,公立,[01]新北市,[249]新北市八里區舊城里中山路二段338號,(02)26102217,http://www.ples.ntpc.edu.tw
014747,市立長坑國小,公立,[01]新北市,[249]新北市八里區中華路三段236號,(02)26102037,http://www.ckes.ntpc.edu.tw
014748,市立米倉國小,公立,[01]新北市,[249]新北市八里區米倉里龍米路2段129巷1號,(02)26182202,http://www.mtes.ntpc.edu.tw
014749,市立林口國小,公立,[01]新北市,[244]新北市林口區菁湖里林口路76號,(02)26011010,http://www.lkes.ntpc.edu.tw
014750,市立南勢國小,公立,[01]新北市,[244]新北市林口區南勢五街2號,(02)26091020,http://www.nses.ntpc.edu.tw
014751,市立嘉寶國小,公立,[01]新北市,[244]新北市林口區嘉寶里22號,(02)26052716,http://www.jbes.ntpc.edu.tw
014752,市立瑞平國小,公立,[01]新北市,[244]新北市林口區太平里後坑路34之1號,(02)26052779,http://www.rpes.ntpc.edu.tw
014753,市立興福國小,公立,[01]新北市,[244]新北市林口區下福里20鄰一○之一號,(02)26062895,http://www.hfps.ntpc.edu.tw
014754,市立三重國小,公立,[01]新北市,[241]新北市三重區三和路三段1號,(02)29722095,http://www.tsces.ntpc.edu.tw
014755,市立永福國小,公立,[01]新北市,[241]新北市三重區永福里永福街66號,(02)22876716,http://www.yfps.ntpc.edu.tw
014756,市立光榮國小,公立,[01]新北市,[241]新北市三重區介壽路32號,(02)29730392,http://www.kjpps.ntpc.edu.tw
014757,市立厚德國小,公立,[01]新北市,[241]新北市三重區忠孝路一段70號,(02)29868825,http://www.hdes.ntpc.edu.tw
014758,市立碧華國小,公立,[01]新北市,[241]新北市三重區五華街160號,(02)28577792,http://www.bhes.ntpc.edu.tw
014759,市立三光國小,公立,[01]新北市,[241]新北市三重區同安里大同南路157號,(02)29753308,http://www.skes.ntpc.edu.tw
014760,市立光興國小,公立,[01]新北市,[241]新北市三重區正義南路62號,(02)29755352,http://www.kses.ntpc.edu.tw
014761,市立正義國小,公立,[01]新北市,[241]新北市三重區信義西街31號,(02)29853138,http://www.jyes.ntpc.edu.tw
014762,市立修德國小,公立,[01]新北市,[241]新北市三重區重陽路三段3號,(02)29800495,http://www.sude.ntpc.edu.tw
014763,市立二重國小,公立,[01]新北市,[241]新北市三重區二重里大有街10號,(02)29846446,http://www.eces.ntpc.edu.tw
014764,市立興穀國小,公立,[01]新北市,[241]新北市三重區五谷王北街46號,(02)29990725,http://www.skps.ntpc.edu.tw
014765,市立興化國小,公立,[01]新北市,[248]新北市新莊區福興里五工二路50巷2號,(02)22991001,http://www.tshes.ntpc.edu.tw
014766,市立中山國小,公立,[01]新北市,[220]新北市板橋區大觀路二段59巷31號,(02)22755313,http://www.jshps.ntpc.edu.tw
014767,市立三多國小,公立,[01]新北市,[238]新北市樹林區三福街52號,(02)26880698,http://www.sdes.ntpc.edu.tw
014768,市立實踐國小,公立,[01]新北市,[220]新北市板橋區實踐路93巷51號,(02)29531233,http://www.sjps.ntpc.edu.tw
014769,市立大觀國小,公立,[01]新北市,[220]新北市板橋區大觀路一段30號,(02)29603373,http://www.tgps.ntpc.edu.tw
014770,市立溪洲國小,公立,[01]新北市,[220]新北市板橋區金門街289號,(02)26867705,http://www.sips.ntpc.edu.tw
014771,市立信義國小,公立,[01]新北市,[220]新北市板橋區四川路二段245巷60號,(02)89667817,http://www.thyes.ntpc.edu.tw
014772,市立重慶國小,公立,[01]新北市,[220]新北市板橋區廣和街31號,(02)29565592,http://www.cges.ntpc.edu.tw
014773,市立樂利國小,公立,[01]新北市,[236]新北市土城區裕生路65號,(02)22662568,http://www.llps.ntpc.edu.tw
014774,市立安和國小,公立,[01]新北市,[236]新北市土城區延和路23號,(02)22603451,http://www.anhoes.ntpc.edu.tw
014775,市立彭福國小,公立,[01]新北市,[238]新北市樹林區忠孝街30號,(02)86866589,http://www.pfps.ntpc.edu.tw
014776,市立育林國小,公立,[01]新北市,[238]新北市樹林區復興路395號,(02)26832112,http://www.yles.ntpc.edu.tw
014777,市立建國國小,公立,[01]新北市,[239]新北市鶯歌區育英街2號,(02)26709228,http://www.ckps.ntpc.edu.tw
014778,市立安溪國小,公立,[01]新北市,[237]新北市三峽區中華路42號,(02)26731488,http://www.ases.ntpc.edu.tw
014779,市立樟樹國小,公立,[01]新北市,[221]新北市汐止區樟樹一路141巷2號,(02)26421407,http://www.tctes.ntpc.edu.tw
014780,市立金美國小,公立,[01]新北市,[208]新北市金山區忠孝一路111號,(02)24986503,http://www.gmes.ntpc.edu.tw
014781,市立新和國小,公立,[01]新北市,[231]新北市新店區安和路三段100號,(02)29400170,http://www.hhps.ntpc.edu.tw
014782,市立鄧公國小,公立,[01]新北市,[251]新北市淡水區學府里學府路99號,(02)26297121,http://www.dkes.ntpc.edu.tw
014783,市立新興國小,公立,[01]新北市,[251]新北市淡水區新興街123號,(02)26203645,http://www.shes.ntpc.edu.tw
014784,市立重陽國小,公立,[01]新北市,[241]新北市三重區中正北路113號,(02)29826272,http://www.cyps.ntpc.edu.tw
014785,市立五華國小,公立,[01]新北市,[241]新北市三重區集賢路89號,(02)28578087,http://www.whes.ntpc.edu.tw
014786,市立成功國小,公立,[01]新北市,[247]新北市蘆洲區長安街311號,(02)22858998,http://www.tces.ntpc.edu.tw
014787,市立仁愛國小,公立,[01]新北市,[247]新北市蘆洲區民族路488號,(02)22838815,http://www.jaes.ntpc.edu.tw
014788,市立榮富國小,公立,[01]新北市,[242]新北市新莊區中和街193號,(02)22769020,http://www.lfes.ntpc.edu.tw
014789,市立裕民國小,公立,[01]新北市,[242]新北市新莊區裕民街123號,(02)29062407,http://www.ymes.ntpc.edu.tw
014790,市立新泰國小,公立,[01]新北市,[242]新北市新莊區公園一路91號,(02)29971005,http://www.stps.ntpc.edu.tw
014791,市立中信國小,公立,[01]新北市,[242]新北市新莊區中信街168號,(02)85211131,http://www.ches.ntpc.edu.tw
014792,市立德音國小,公立,[01]新北市,[248]新北市五股區明德路2號,(02)22924152,http://www.tyes.ntpc.edu.tw
014793,市立麗園國小,公立,[01]新北市,[244]新北市林口區忠孝路591號,(02)26091061,http://www.lyaes.ntpc.edu.tw
014794,市立北新國小,公立,[01]新北市,[231]新北市新店區寶橋路8號,(02)29189300,http://www.tspes.ntpc.edu.tw
014795,市立同榮國小,公立,[01]新北市,[243]新北市泰山區公園路33號,(02)22968551,http://www.tres.ntpc.edu.tw
014796,市立光復國小,公立,[01]新北市,[235]新北市中和區光環路二段1號,(02)32348654,http://www.kfes.ntpc.edu.tw
014797,市立秀峰國小,公立,[01]新北市,[221]新北市汐止區仁愛路90號,(02)26480611,http://www.sfps.ntpc.edu.tw
014798,市立金龍國小,公立,[01]新北市,[221]新北市汐止區明峰街201號,(02)26959941,http://www.gdps.ntpc.edu.tw
014799,市立介壽國小,公立,[01]新北市,[237]新北市三峽區大同路1號,(02)26712392,http://www.jses.ntpc.edu.tw
014801,市立昌平國小,公立,[01]新北市,[242]新北市新莊區昌平街200號,(02)85215492,http://www.cpps.ntpc.edu.tw
014802,市立麗林國小,公立,[01]新北市,[244]新北市林口區公園路46號,(02)26008457,http://www.lles.ntpc.edu.tw
014803,市立集美國小,公立,[01]新北市,[241]新北市三重區集美街10號,(02)89725390,http://www.jmes.ntpc.edu.tw
014804,市立永吉國小,公立,[01]新北市,[239]新北市鶯歌區德昌二街2號,(02)26704177,http://www.yces.ntpc.edu.tw
014805,市立大崁國小,公立,[01]新北市,[249]新北市八里區忠八街2號,(02)86305678,http://www.tkes.ntpc.edu.tw
014806,市立中園國小,公立,[01]新北市,[237]新北市三峽區大同路222巷22弄2號,(02)86712590,http://www.jyps.ntpc.edu.tw
014807,市立昌福國小,公立,[01]新北市,[239]新北市鶯歌區永明街22號,(02)86773322,http://www.cfps.ntpc.edu.tw
014808,市立忠義國小,公立,[01]新北市,[247]新北市蘆洲區光榮路99號,(02)22899591,http://www.cyes.ntpc.edu.tw
014809,市立豐珠國(中)小,公立,[01]新北市,[228]新北市貢寮區美豐里雞母嶺街6-6號,(02)24903727,http://www.fjjh.ntpc.edu.tw
014811,市立青山國(中)小,公立,[01]新北市,[221]新北市汐止區莊敬街33號,(02)26917875,http://www.csjhs.ntpc.edu.tw
014812,市立義學國小,公立,[01]新北市,[243]新北市泰山區民生路30號,(02)22972048,http://www.yses.ntpc.edu.tw
014813,市立達觀國(中)小,公立,[01]新北市,[231]新北市新店區僑信路1號,(02)22159013,http://www.dgejh.ntpc.edu.tw/default.asp
014814,市立桃子腳國(中)小,公立,[01]新北市,[238]新北市樹林區學勤路555號,(02)89703225,http://www.tykjh.ntpc.edu.tw
